TTDTargetID	Target_Name	Indication	ICD9	ICD10
T86350	Receptor protein-tyrosine kinase erbB-3	Late-stage solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
T86350	Receptor protein-tyrosine kinase erbB-3	Metastatic epithelial tumors	140-199	C00-C75, C7A, C7B
T86350	Receptor protein-tyrosine kinase erbB-3	Non-small cell lung cancer		C33-C34
T86350	Receptor protein-tyrosine kinase erbB-3	Psoriasis	696	L40
T86350	Receptor protein-tyrosine kinase erbB-3	Solid tumours	140-199, 210-229	C00-D48
T86355	Bacterial 50S ribosome subunit	Syphilis		A50-A53
T86364	Vasoactive intestinal polypeptide receptor 1	Chronic obstructive pulmonary disease; Pulmonary arterial hypertension	401, 416.0, 490-492, 494-496	I10-I16, I27.0, I27.2, J40-J44, J47
T86364	Vasoactive intestinal polypeptide receptor 1	Respiratory disease		J00-J99
T86385	Cathepsin G	Asthma; Chronic obstructive pulmonary disease	490-492, 493, 494-496	J40-J44, J47, J45
T86385	Cathepsin G	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T86399	Bromodomain-containing protein 2	Myelodysplastic syndrome	238.7	D46
T86428	Protein farnesyltransferase beta subunit	Cancer	140-229	C00-C96
T86428	Protein farnesyltransferase beta subunit	Colorectal cancer	153, 154	C18-C21
T86428	Protein farnesyltransferase beta subunit	Solid tumours	140-199, 210-229	C00-D48
T86462	TTR	Cardiomyopathy		I42.0
T86462	TTR	TTR amyloidosis	277.3	E85
T86528	Geranyltranstransferase	Bone disease		M00-M99
T86528	Geranyltranstransferase	Cancer	140-229	C00-C96
T86541	Amiloride sensitive cation channel 1	Neuropathic pain	356.0, 356.8	G64, G90.0
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Acute liver failure		K72
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Acute lung injury	518	J80
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Adult respiratory distress syndrome	518.5, 518.82	J80
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Alopecia	704.09	L65.9
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Arthritis	710-719	M00-M25
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Autoimmune diabetes		E08-E13
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Glioblastoma multiforme	191	C71
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Inflammatory bowel disease	555, 556	K50, K51
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Multiple scierosis	340	G35
T86552	Tumour necrosis factor receptor-1 (TNFR1)	Rheumatoid arthritis	710-719, 714	M05-M06
T86591	Peroxisome proliferator activated receptor alpha	Arteriosclerosis	440	I70
T86591	Peroxisome proliferator activated receptor alpha	Cardiovascular disorder		I00-I99
T86591	Peroxisome proliferator activated receptor alpha	Diabetes	253.5, 588.1	E23.2, N25.1
T86591	Peroxisome proliferator activated receptor alpha	Dyslipidaemias	272	E78
T86591	Peroxisome proliferator activated receptor alpha	Gout	274.00274.1274.8274.9	M10
T86591	Peroxisome proliferator activated receptor alpha	Heart failure	428	I50
T86591	Peroxisome proliferator activated receptor alpha	High cholesterol level; High triglyceride level	272.0, 272.1	E78.0, E78.1, E78.2, E78.3
T86591	Peroxisome proliferator activated receptor alpha	Hyperlipidaemia	272.0-272.4	E78
T86591	Peroxisome proliferator activated receptor alpha	Hyperlipoproteinemia; Atherosclerosis	272.0-272.4, 414.0, 440	E78, I70
T86591	Peroxisome proliferator activated receptor alpha	Lipid metabolism disorder		E75-E78
T86591	Peroxisome proliferator activated receptor alpha	Metabolic disorders	270-279	E70-E89
T86591	Peroxisome proliferator activated receptor alpha	Non-alcoholic fatty liver disease	571.8	K76.0
T86591	Peroxisome proliferator activated receptor alpha	Rheumatoid arthritis	710-719, 714	M05-M06
T86591	Peroxisome proliferator activated receptor alpha	Type 1 diabetes	250	E10
T86591	Peroxisome proliferator activated receptor alpha	Type 2 diabetes	250	E11
T86591	Peroxisome proliferator activated receptor alpha	Unspecified		
T86609	Glycosidase	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T86652	mRNA of proprotein convertase subtilisin/kexin type 9	Cardiovascular disorder		I00-I99
T86652	mRNA of proprotein convertase subtilisin/kexin type 9	Coronary artery disease	410-414, 429.2	I20-I25
T86652	mRNA of proprotein convertase subtilisin/kexin type 9	Hypercholesterolemia		E78
T86652	mRNA of proprotein convertase subtilisin/kexin type 9	Metabolic disorders	270-279	E70-E89
T86674	Hemagglutinin	Infections disease		A00-B99
T86674	Hemagglutinin	Influenza A virus H5N1	487, 488	J10, J11
T86674	Hemagglutinin	Influenza virus		J11.1
T86674	Hemagglutinin	Unspecified		
T86674	Hemagglutinin	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T86679	Adenosine A2b receptor	Apnea	786.03	R06.81
T86679	Adenosine A2b receptor	Asthma		J45
T86679	Adenosine A2b receptor	Herpes simplex virus infection	54	B00
T86679	Adenosine A2b receptor	Hypertension	401	I10-I16
T86679	Adenosine A2b receptor	Non-insulin dependent diabetes		E11.9
T86679	Adenosine A2b receptor	Paroxysmal supraventricular tachycardia	427, 427.0, 427.1, 427.89, 785.0	I47-I49, I47.1, I47.2, R00.0
T86682	Jun N terminal kinase	Cancer	140-229	C00-C96
T86682	Jun N terminal kinase	Idiopathic pulmonary fibrosis; Discoid lupus erythematosus	516.3, 695.4	J84.1, L93.0
T86682	Jun N terminal kinase	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T86702	Stromelysin-1	Corneal ulcers	370	H16.0
T86702	Stromelysin-1	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T86702	Stromelysin-1	Ischemic stroke	434.91	I61-I63
T86702	Stromelysin-1	Osteoarthritis; Myocardial infarction	410, 715	I21, I22, M15-M19, M47
T86702	Stromelysin-1	Rheumatoid arthritis	710-719, 714	M05-M06
T86704	Phosphodiesterase (PDE) 3	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T86704	Phosphodiesterase (PDE) 3	Allergy	995.3	T78.4
T86704	Phosphodiesterase (PDE) 3	Arteriosclerosis	440	I70
T86704	Phosphodiesterase (PDE) 3	Asthma		J45
T86704	Phosphodiesterase (PDE) 3	Cardiotonic		I50
T86704	Phosphodiesterase (PDE) 3	Cardiovascular disorder		I00-I99
T86704	Phosphodiesterase (PDE) 3	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T86704	Phosphodiesterase (PDE) 3	Congestive heart failure	428	I50
T86704	Phosphodiesterase (PDE) 3	Cough	786.2	R05
T86704	Phosphodiesterase (PDE) 3	Heart failure	428	I50
T86704	Phosphodiesterase (PDE) 3	Intermittent claudication	440.21	I73.9
T86704	Phosphodiesterase (PDE) 3	Septic shock	785.52	A41.9
T86723	Hepatitis B 1018-ISS conjugate	HBV infection	070.2-070.3	B16, B18.0, B18.1
T86734	Glutaminase	Leukemia	208.9	C90-C95
T86748	Endosialin	Colorectal cancer	153, 154	C18-C21
T86748	Endosialin	Colorectal cancer; Melanoma; Sarcoma	153, 154, 172, 202.8	C18-C21, C43, C81-C86
T86803	mRNA of STAT3	Cancer	140-229	C00-C96
T86814	Two specific enzymes that are active in the skin	Psoriatic disorder	696	L40
T86836	Human DNA	Acute myeloid leukemia; Grade IV malignant glioma	205, 191	C92.0, C71
T86836	Human DNA	Brain cancer	191, 225.0	C71, D33
T86836	Human DNA	Breast cancer	174, 175	C50
T86836	Human DNA	Cancer	140-229	C00-C96
T86836	Human DNA	Colorectal cancer	153, 154	C18-C21
T86836	Human DNA	Gastric cancer	151	C16
T86836	Human DNA	Grade IV astrocytoma	191	C71
T86836	Human DNA	Head and neck cancer	140-149, 140-229	C07-C14, C32-C33
T86836	Human DNA	Human immunodeficiency virus infection	279.3	B20-B26
T86836	Human DNA	Influenza A virus H1N1; Influenza A virus H5N1	487, 488	J10, J11
T86836	Human DNA	Influenza A virus H5N1	487, 488	J10, J11
T86836	Human DNA	Leukemia	208.9	C90-C95
T86836	Human DNA	Liver cancer	140-229, 155, 203.0	C22
T86836	Human DNA	Malaria		B54
T86836	Human DNA	Metastatic pancreatic		C25.9
T86836	Human DNA	Multiple myeloma	203	C90
T86836	Human DNA	Mycobacterium tuberculosis infection		A15-A19
T86836	Human DNA	Myelodysplastic syndrome	238.7	D46
T86836	Human DNA	Myeloproliferative disease	205.1, 238.4, 289.89, 289.9	D47.1
T86836	Human DNA	Non-invasive bladder cancer	188	C67
T86836	Human DNA	Ovarian cancer	183	C56
T86836	Human DNA	Prostate cancer	185	C61
T86836	Human DNA	Skin disease		L00-L99
T86836	Human DNA	Soft tissue sarcoma	171	C00-D49
T86836	Human DNA	Solid tumours	140-199, 210-229	C00-D48
T86836	Human DNA	Unspecified		
T86885	Beta-2-glycoprotein 1	Hughes syndrome	289.81	D68.8
T86992	Recombinant fusion protein	Tuberculosis	010-018	A15-A19
T87023	Platelet-activating factor receptor	Allergy	995.3	T78.4
T87023	Platelet-activating factor receptor	Asthma		J45
T87023	Platelet-activating factor receptor	Brain ischaemia	435, 437	G45.9, I67.8
T87023	Platelet-activating factor receptor	Cardiac arrhythmias	427	I47-I49
T87023	Platelet-activating factor receptor	Cerebral infarction		I63
T87023	Platelet-activating factor receptor	Conjunctivitis	372	H10
T87023	Platelet-activating factor receptor	Inflammatory bowel disease	555, 556	K50, K51
T87023	Platelet-activating factor receptor	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T87023	Platelet-activating factor receptor	Nerve injury		T14.4
T87023	Platelet-activating factor receptor	Ocular allergy	360-379	H00-H59
T87023	Platelet-activating factor receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T87023	Platelet-activating factor receptor	Psoriasis	696	L40
T87023	Platelet-activating factor receptor	Septic shock	785.52	A41.9
T87023	Platelet-activating factor receptor	Solid tumours	140-199, 210-229	C00-D48
T87023	Platelet-activating factor receptor	Stroke	434.91, 437.6, 453, 671.5, 671.9	I61-I63, I80-I82
T87023	Platelet-activating factor receptor	Thrombocytopenia	287.3, 287.4, 287.5	D69.6, P61.0
T87023	Platelet-activating factor receptor	Thromboembolism	437.6, 453, 671.5, 671.9	I80-I82
T87023	Platelet-activating factor receptor	Unspecified		
T87024	Amyloid beta A4 protein	Age related macular degeneration	362.5	H35.3
T87024	Amyloid beta A4 protein	Alzheimer disease	331	G30
T87024	Amyloid beta A4 protein	Amyloidosis	277.3	E85
T87024	Amyloid beta A4 protein	Brain injury		S09.90
T87024	Amyloid beta A4 protein	Cancer	140-229	C00-C96
T87024	Amyloid beta A4 protein	Cerebral amyloid angiopathy		I68.0
T87024	Amyloid beta A4 protein	Diagnostic imaging	331	G30, I73.9
T87024	Amyloid beta A4 protein	Geographic retinal atrophy; Macular degeneration	362.5	H35.3
T87024	Amyloid beta A4 protein	Glioma	191	C71
T87024	Amyloid beta A4 protein	Mild cognitive impairment	331.83	F06.7
T87024	Amyloid beta A4 protein	Mild to moderate alzheimer disease	331	G30
T87024	Amyloid beta A4 protein	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T87024	Amyloid beta A4 protein	Unspecified		
T87075	T-cell surface glycoprotein CD3 epsilon chain	Advanced breast cancer	174, 175	C50
T87075	T-cell surface glycoprotein CD3 epsilon chain	Breast cancer	174, 175	C50
T87075	T-cell surface glycoprotein CD3 epsilon chain	Melanoma	172	C43
T87075	T-cell surface glycoprotein CD3 epsilon chain	Organ rejection	279.5, 996	D89.8, T86
T87075	T-cell surface glycoprotein CD3 epsilon chain	Solid tumours	140-199, 210-229	C00-D48
T87108	Mesothelin-ADC	Cancer	140-229	C00-C96
T87108	Mesothelin-ADC	Mesothelioma	163	C45
T87108	Mesothelin-ADC	Mesothelioma; Metastatic pancreatic cancer	163, 185	C45, C61
T87108	Mesothelin-ADC	Ovarian cancer	183	C56
T87108	Mesothelin-ADC	Solid tumours	140-199, 210-229	C00-D48
T87119	Fungal outer membrane	Candidiasis infection; Athlete's foot	001-139, 112, 110.4	B37, B35.3
T87119	Fungal outer membrane	Conjunctivitis	372	H10
T87165	Radioactive plutonium, americium, and curium	Acute radiation syndrome	990	T66
T87166	Glucokinase	Diabetes	253.5, 588.1	E23.2, N25.1
T87166	Glucokinase	Non-insulin dependent diabetes		E11.9
T87166	Glucokinase	Obesity; Diabetes	250, 278	E08-E13, E66
T87166	Glucokinase	Type 2 diabetes	250	E11
T87166	Glucokinase	Unspecified		
T87176	MHC class II antigen DR (HLA-DR)	Solid tumours	140-199, 210-229	C00-D48
T87206	S100 calcium-binding protein B	Stroke	434.91, 437.6, 453, 671.5, 671.9	I61-I63, I80-I82
T87237	Cell differentiation	Hematological malignancies	200-209	C81-C86
T87259	mRNA of Integrin alpha V	Multiple scierosis	340	G35
T87350	PDGF-B ligand	Cystic fibrosis	277	E84
T87350	PDGF-B ligand	Diabetic foot ulcer	707	L88-L89
T87350	PDGF-B ligand	Macular degeneration	362.5	H35.3
T87394	SMN2 pre-mRNA	Spinal muscular atrophy	335.0-335.1	G00-G99
T87467	Folate receptor	Dietary shortage	260-269	E40-E46
T87467	Folate receptor	Vitamin deficiency		E56
T87526	Bacterial cell membrane	Atopic dermatitis	691.8, 692.9	L00-L99
T87526	Bacterial cell membrane	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T87526	Bacterial cell membrane	Fungal infections	110-118	B35-B49
T87526	Bacterial cell membrane	Infections disease		A00-B99
T87526	Bacterial cell membrane	Methicillin-resistant staphylococcus aureus infection		B95.62
T87526	Bacterial cell membrane	Mycobacterium tuberculosis infection		A15-A19
T87526	Bacterial cell membrane	Staphylococcus aureus infection		B95.6
T87526	Bacterial cell membrane	Unspecified		
T87608	Mitochondrial gene transcription	Cancer	140-229	C00-C96
T87675	Aurora kinase A	Acute myeloid leukemia	205	C92.0
T87675	Aurora kinase A	Advanced solid tumor	140-199	C00-C75, C7A, C7B
T87675	Aurora kinase A	Cancer	140-229	C00-C96
T87675	Aurora kinase A	Haematological malignancies	200-209	C81-C86
T87675	Aurora kinase A	Late-stage solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
T87675	Aurora kinase A	Solid tumours	140-199, 210-229	C00-D48
T87686	DOT1L	Leukemia	208.9	C90-C95
T87689	C-type natriuretic peptide ligand	Achondroplasia	756.4	Q77.4
T87742	Gap junction protein	Atrial fibrillation	272, 427.31	E78, I48
T87742	Gap junction protein	Cardiac arrhythmias	427	I47-I49
T87749	Growth/differentiation factor 8	Disuse muscle atrophy; Cancercachexia	140-229, 799.4	R64
T87749	Growth/differentiation factor 8	Duchenne muscular dystrophy		G71.0
T87749	Growth/differentiation factor 8	Muscle atrophy		M62.5
T87749	Growth/differentiation factor 8	Muscular atrophy	728.2	M62.5
T87749	Growth/differentiation factor 8	Muscular dystrophy		G71.0
T87831	FMLP receptor	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T87831	FMLP receptor	Peptic ulcer	531-534	K25-K27
T87875	mRNA of Glucagon receptor	Type 2 diabetes	250	E11
T87939	mRNA of Plasma kallikrein	Amyloid polyneuropathy		
T87946	Cytokine receptor	Alzheimer disease	331	G30
T87946	Cytokine receptor	Cancer	140-229	C00-C96
T87946	Cytokine receptor	Rheumatoid arthritis	710-719, 714	M05-M06
T87946	Cytokine receptor	Septic shock	785.52	A41.9
T87975	Fungal proton pump on cell membrane	Seborrhoeic dermatitis		L21.9
T88023	Tumor necrosis factor receptor superfamily member 8	Autoimmune diabetes		E08-E13
T88023	Tumor necrosis factor receptor superfamily member 8	Cancer	140-229	C00-C96
T88023	Tumor necrosis factor receptor superfamily member 8	Hodgkin's lymphoma		C81
T88023	Tumor necrosis factor receptor superfamily member 8	Hodgkin's lymphoma; Systemic anaplastic large cell lymphoma	201, 202.8	C81, C81-C86
T88023	Tumor necrosis factor receptor superfamily member 8	Lymphoma	202.8, 208.9	C81-C86
T88182	Vitamin K-dependent gamma-carboxylase	Vitamin K deficiency; Bleeding	269, 444, 453	E56.1, I74, I80-I82
T88221	HIV-MAG DNA	Human immunodeficiency virus infection	279.3	B20-B26
T88240	Dihydropteroate synthetase	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T88240	Dihydropteroate synthetase	Bacterial respiratory tract infection		J13, J15
T88240	Dihydropteroate synthetase	Dermatitis herpetiformis	694	L12.2, L13
T88240	Dihydropteroate synthetase	Gram-positive bacterial infection	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	
T88240	Dihydropteroate synthetase	Infection of P. falciparum 	84	B50-B54
T88240	Dihydropteroate synthetase	Infections by gram-negative bacilli particularly Pseudomonas aeruginosa		B96.5
T88240	Dihydropteroate synthetase	Malaria		B54
T88240	Dihydropteroate synthetase	Pseudomonas aeruginosa infection	001-139	B96.5
T88240	Dihydropteroate synthetase	Rheumatic fever; Meningococcal meningitis		R50.9
T88240	Dihydropteroate synthetase	Tuberculosis	010-018	A15-A19
T88240	Dihydropteroate synthetase	Urinary tract infections	599	N39.0
T88240	Dihydropteroate synthetase	Urinary tract infections; Cystitis	599	N39.0, N30
T88240	Dihydropteroate synthetase	Urinary tract infections; Meningococcal meningitis; Acute otitis media		N39
T88304	DNMT1	Acute myeloid leukemia	205	C92.0
T88304	DNMT1	Acute myeloid leukemia; Myelodysplastic syndrome	205, 238.7	C92.0, D46
T88304	DNMT1	Cancer	140-229	C00-C96
T88304	DNMT1	Glioblastoma multiforme	191	C71
T88304	DNMT1	Late-stage solid tumors	140-199, 210-229	C00-C75, C7A, C7B, D10-D36, D3A
T88304	DNMT1	Myelodysplastic syndrome	238.7	D46
T88304	DNMT1	Non-small cell lung cancer		C33-C34
T88304	DNMT1	Soft tissue sarcoma	171	C00-D49
T88318	Protein kinase C	Cancer	140-229	C00-C96
T88318	Protein kinase C	Diabetic foot ulcer	707	L88-L89
T88318	Protein kinase C	HIV-1 infection	001-139, 042	B20-B24
T88318	Protein kinase C	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T88318	Protein kinase C	Melanoma	172	C43
T88318	Protein kinase C	Parkinson's disease	332	G20
T88318	Protein kinase C	Psoriasis	696	L40
T88318	Protein kinase C	Transplant rejection	279.5, 996	D89.8, T86
T88318	Protein kinase C	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T88322	Facilitates chromatin transcription complex (FACT)	Advanced solid tumor	140-199	C00-C75, C7A, C7B
T88322	Facilitates chromatin transcription complex (FACT)	Hepatocellular carcinoma	155	C22.0
T88338	23S rRNA	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T88338	23S rRNA	Gram-positive bacterial infection	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	
T88338	23S rRNA	Pneumonia; Bacterial infections	001-009, 001-139, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104, 480-486, 770.0	J12-J18
T88360	Respiratory syncytial virus N protein	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T88452	Corticosteroid-binding globulin	Asthma; Obstructive airway diseases	490-492, 494-496	J45, J40-J44, J47
T88452	Corticosteroid-binding globulin	Diabetic macular edema	250, 362.01, 362.07, 362.53, 782.3	E08-E13, E08.3, E09.3, E10.3, E11.3, E13.3, H35.8, R60.9
T88452	Corticosteroid-binding globulin	Diabetic retinopathy	250.5	H36, E10.3, E11.3, E13.3
T88452	Corticosteroid-binding globulin	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T88505	Nuclear factor erythroid 2-related factor 2	Non-small cell lung cancer		C33-C34
T88505	Nuclear factor erythroid 2-related factor 2	Ocular inflammation	370.33	H16.229
T88531	G-protein coupled receptor-39	Diabetes	253.5, 588.1	E23.2, N25.1
T88656	Notch-2 receptor	Pancreatic cancer	140-199, 140-229, 157, 210-229	C25
T88697	mRNA of ANGPTL3	Hyperlipidaemia	272.0-272.4	E78
T88714	mRNA of adenosine A1 receptor	Asthma		J45
T88752	Ras-related C3 botulinum toxin substrate 1	Alzheimer disease	331	G30
T88806	Integrin alpha-V/beta-1	Renal cancer	140-229, 189	C64
T88847	mRNA of Dystrophin	Duchenne muscular dystrophy		G71.0
T88887	Plastid RNA polymerase beta-subunit	Infections disease		A00-B99
T88887	Plastid RNA polymerase beta-subunit	Unspecified		
T88975	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	Asthma		J45
T88975	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	Bronchial asthma	493	J45
T88975	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	Cardiovascular disorder		I00-I99
T88975	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	Heart failure	428	I50
T88975	CGMP-inhibited 3',5'-cyclic phosphodiesterase A	Thrombocythemia	289.9	D75.8
T89034	Plasminogen	Alzheimer disease	331	G30
T89034	Plasminogen	Bleeding	444, 453	I74, I80-I82
T89034	Plasminogen	Cancer	140-229	C00-C96
T89034	Plasminogen	Cerebrovascular ischaemia	434.91	I61-I63
T89034	Plasminogen	Chronic angina	413	I20
T89034	Plasminogen	Excessive bleeding	459	R58
T89034	Plasminogen	Excessive postoperative bleeding	459	R58
T89034	Plasminogen	Heart attack; Myocardial infarction	410	I21, I22
T89034	Plasminogen	Ischemic stroke	434.91	I61-I63
T89034	Plasminogen	Macular degeneration	362.5	H35.3
T89034	Plasminogen	Menorrhagia	627	N92.0
T89034	Plasminogen	Myocardial infarction	410	I21, I22
T89034	Plasminogen	Myocardial infarction; Acute coronary thrombosis	410, 414.8	I21, I22, I24.0
T89034	Plasminogen	Otitis media		H65-H67
T89034	Plasminogen	Pulmonary embolism	415.1	I26
T89034	Plasminogen	Unspecified		
T89041	17 alpha-hydroxylase-C17, 20-lyase 	Metastatic castration-resistant prostate cancer	140-229, 185	C61
T89041	17 alpha-hydroxylase-C17, 20-lyase 	Prostate cancer	185	C61
T89055	MEK-2 protein kinase	Cancer	140-229	C00-C96
T89086	Reduction of cumulative renal toxicity of cisplatin and toxic effects of radiation on normal oral tissues	Mucositis		K92.81
T89147	Mitochondrial manganese superoxide dismutase (MnSOD)	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T89213	Neuropeptide Y receptor type 1	Cardiovascular disorder		I00-I99
T89213	Neuropeptide Y receptor type 1	Eating disorder	278, 307.5, 401, 428.0	E66, F50, I10-I16, I50
T89213	Neuropeptide Y receptor type 1	Eating disorders reduction in food intake	307.5	F50
T89213	Neuropeptide Y receptor type 1	Eating disorders reduction in food intake obesity anxiety	307.5	F50
T89213	Neuropeptide Y receptor type 1	Hypertension	401	I10-I16
T89213	Neuropeptide Y receptor type 1	Hypertension; Obesity; Heart disease	278, 390-429	E66, I00-I52
T89213	Neuropeptide Y receptor type 1	Obesity	278	E66
T89360	Inosine-5'-monophosphate dehydrogenase 2	Organ transplant rejection	279.5, 996	D89.8, T86
T89360	Inosine-5'-monophosphate dehydrogenase 2	Pemphigus vulgaris	694.4	L10.0
T89361	Cell division protein kinase 6	Cancer	140-229	C00-C96
T89361	Cell division protein kinase 6	Hormone receptor-positive and HER2-negative advanced or metastatic breast cancer		C50
T89515	Dihydrofolate reductase	Advanced cancers	140-229	C00-C96
T89515	Dihydrofolate reductase	Gram-positive bacterial infection	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	
T89515	Dihydrofolate reductase	Leukemia	208.9	C90-C95
T89515	Dihydrofolate reductase	Malaria		B54
T89515	Dihydrofolate reductase	Malaria; Anxiety disorder	300, 311	B54, F32, F40-F42
T89515	Dihydrofolate reductase	Peripheral T-cell lymphoma; Breast cancer	202.7, 174, 175	C84.4, C50
T89515	Dihydrofolate reductase	Toxoplasmosis; Pneumocystis carinii pneumonia		B58
T89529	mRNA of Protein tyrosine phosphatase-1B	Colour dead tissues		
T89529	mRNA of Protein tyrosine phosphatase-1B	Infections	001-139	A00-B99
T89529	mRNA of Protein tyrosine phosphatase-1B	Type 2 diabetes	250	E11
T89534	Estrogen receptor	Acne vulgaris	706.1	L70.0
T89534	Estrogen receptor	Adrenocortical carcinoma	194	C74.0
T89534	Estrogen receptor	Advanced prostate cancer	185	C61
T89534	Estrogen receptor	Arthralgia		M25.5
T89534	Estrogen receptor	Atrophic vaginitis	627.3	N95.2
T89534	Estrogen receptor	Atrophy		M62.571
T89534	Estrogen receptor	Autoimmune diabetes		E08-E13
T89534	Estrogen receptor	Brain cancer	191, 225.0	C71, D33
T89534	Estrogen receptor	Breast cancer	174, 175	C50
T89534	Estrogen receptor	Breast cancer; Prostate cancer; Female infertility	174, 175, 185, 628	C50, C61, N97.0
T89534	Estrogen receptor	Cancer	140-229	C00-C96
T89534	Estrogen receptor	Carcinoma	230-234	D00-D09
T89534	Estrogen receptor	Contraception		Z30
T89534	Estrogen receptor	Dysmenorrhea	625.3	N94.4-N94.6
T89534	Estrogen receptor	Dyspareunia		N94.1
T89534	Estrogen receptor	Estrogen deficiency		E28.39
T89534	Estrogen receptor	Eye disorders		H00-H59
T89534	Estrogen receptor	Female hypogonadism	253, 256	E23, E28
T89534	Estrogen receptor	Female infertility	628	N97.0
T89534	Estrogen receptor	Female infertility due to anovulation		N97.0
T89534	Estrogen receptor	Female sexual dysfunction	302.7	F52
T89534	Estrogen receptor	Gonorrheal vaginitis; Cancer	98, 140-229	A54, C00-C96
T89534	Estrogen receptor	Hormone deficiency		E00-E90
T89534	Estrogen receptor	Hormone replacement therapy	V07.4	Z79.890
T89534	Estrogen receptor	Hyperlipidaemia	272.0-272.4	E78
T89534	Estrogen receptor	Hypogonadism	257.2	E23.0, E28.3, E29.1
T89534	Estrogen receptor	Infertility	628	N97.0
T89534	Estrogen receptor	Irregularities		N92.6
T89534	Estrogen receptor	Leukemia	208.9	C90-C95
T89534	Estrogen receptor	Menopausal disorder; Postmenopausal disorder	627	N95
T89534	Estrogen receptor	Menopause symptoms		N95.0
T89534	Estrogen receptor	Menopause symptoms; Hormone refractory prostate cancer	140-229, 185	N95.0, C61
T89534	Estrogen receptor	Menorrhagia	627	N92.0
T89534	Estrogen receptor	Multiple scierosis	340	G35
T89534	Estrogen receptor	Multiple scierosis; Hormone deficiency	340	G35, E00-E90
T89534	Estrogen receptor	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T89534	Estrogen receptor	Oral contraceptives		Z30
T89534	Estrogen receptor	Osteopetrosis		Q78.2
T89534	Estrogen receptor	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
T89534	Estrogen receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T89534	Estrogen receptor	Post-menopausal vaginal atrophy	627.3	N95.2
T89534	Estrogen receptor	Trematode infection		B66.9
T89534	Estrogen receptor	Unspecified		
T89534	Estrogen receptor	Vagina disease		N76.0
T89629	Protein tyrosine kinase	Diabetes	253.5, 588.1	E23.2, N25.1
T89629	Protein tyrosine kinase	HIV-1 infection	001-139, 042	B20-B24
T89629	Protein tyrosine kinase	Osteoporosis	733.0, V07.4	M80-M81, Z79.890
T89629	Protein tyrosine kinase	Psoriasis	696	L40
